,leading_space_count,table_index,synonym_index,modifies_line,line,synonym_name,affix_type,affix
155576,5,3265,0,-1,     RECORD               WK-1X-12                                 VER     1 D  SUFFIX -1X12,WK-1X-12,SUFFIX,-1X12
155597,5,3266,0,-1,     RECORD               WK-2E-02                                 VER     1 D  SUFFIX -2E02,WK-2E-02,SUFFIX,-2E02
155635,5,3267,0,-1,     RECORD               WK-2E-12                                 VER     1 D  SUFFIX -2E12,WK-2E-12,SUFFIX,-2E12
155670,5,3268,0,-1,     RECORD               WK-2Z-MAP2                               VER     1 D  SUFFIX -MAP2,WK-2Z-MAP2,SUFFIX,-MAP2
155679,5,3269,0,-1,     RECORD               WK-3A-NEW-RCRD                           VER     1 D  PREFIX WK01-,WK-3A-NEW-RCRD,PREFIX,WK01-
155753,5,3270,0,-1,     RECORD               WK-3A-OLD-RCRD                           VER     1 D  SUFFIX -OLD-VAL,WK-3A-OLD-RCRD,SUFFIX,-OLD-VAL
155844,5,3271,0,-1,     RECORD               WK-3A-RCRD                               VER     1 D  SUFFIX -3A,WK-3A-RCRD,SUFFIX,-3A
155895,5,3272,0,-1,     RECORD               WK-3A-SAVE-RCRD                          VER     1 D  SUFFIX -3A-SV,WK-3A-SAVE-RCRD,SUFFIX,-3A-SV
155988,5,3273,0,-1,     RECORD               WK-3B-RCRD                               VER     1 D  SUFFIX -3B,WK-3B-RCRD,SUFFIX,-3B
156050,5,3274,0,-1,     RECORD               WK-3B-SAVE-RCRD                          VER     1 D  SUFFIX -3B-SV,WK-3B-SAVE-RCRD,SUFFIX,-3B-SV
156104,5,3275,0,-1,     RECORD               WK-3B-02                                 VER     1 D  SUFFIX -3B02,WK-3B-02,SUFFIX,-3B02
156133,5,3276,0,-1,     RECORD               WK-3D-02                                 VER     1 D  SUFFIX -3D-02,WK-3D-02,SUFFIX,-3D-02
156169,5,3277,0,-1,     RECORD               WK-3E-RCRD                               VER     1 D  SUFFIX -3E,WK-3E-RCRD,SUFFIX,-3E
156219,5,3278,0,-1,     RECORD               WK-3E-SAVE-RCRD                          VER     1 D  SUFFIX -3E-SV,WK-3E-SAVE-RCRD,SUFFIX,-3E-SV
156269,5,3279,0,-1,     RECORD               WK-3E-01                                 VER     1 D  SUFFIX -3E01,WK-3E-01,SUFFIX,-3E01
156317,5,3280,0,-1,     RECORD               WK-3E-02                                 VER     1 D  SUFFIX -3E02,WK-3E-02,SUFFIX,-3E02
156365,5,3281,0,-1,     RECORD               WK-3E-03                                 VER     1 D  SUFFIX -3E03,WK-3E-03,SUFFIX,-3E03
156395,5,3282,0,-1,     RECORD               WK-3E-04                                 VER     1 D  SUFFIX -3E04,WK-3E-04,SUFFIX,-3E04
156436,5,3283,0,-1,     RECORD               WK-3E-05                                 VER     1 D  SUFFIX -3E05,WK-3E-05,SUFFIX,-3E05
156458,5,3284,0,-1,     RECORD               WK-3G-PLUS-RCRD                          VER     1 D  SUFFIX -3GP,WK-3G-PLUS-RCRD,SUFFIX,-3GP
156477,5,3285,0,-1,     RECORD               WK-3G-SAVE-RCRD                          VER     1 D  SUFFIX -3G,WK-3G-SAVE-RCRD,SUFFIX,-3G
156516,5,3286,0,-1,     RECORD               WK-3H-03                                 VER     1 D  SUFFIX -3H03,WK-3H-03,SUFFIX,-3H03
156538,5,3287,0,-1,     RECORD               WK-3H-12                                 VER     1 D  SUFFIX -3H12,WK-3H-12,SUFFIX,-3H12
156569,5,3288,0,-1,     RECORD               WK-3K-RCRD                               VER     1 D  SUFFIX -3K,WK-3K-RCRD,SUFFIX,-3K
156616,5,3289,0,-1,     RECORD               WK-3K-SAVE-RCRD                          VER     1 D  SUFFIX -3K-SV,WK-3K-SAVE-RCRD,SUFFIX,-3K-SV
156653,5,3290,0,-1,     RECORD               WK-3K-12                                 VER     1 D  SUFFIX -3K12,WK-3K-12,SUFFIX,-3K12
156688,5,3291,0,-1,     RECORD               WK-3K-19                                 VER     1 D  SUFFIX -3K19,WK-3K-19,SUFFIX,-3K19
156726,5,3292,0,-1,     RECORD               WK-3K-22                                 VER     1 D  SUFFIX -3K22,WK-3K-22,SUFFIX,-3K22
156745,5,3293,0,-1,     RECORD               WK-3K-29                                 VER     1 D  SUFFIX -3K29,WK-3K-29,SUFFIX,-3K29
156765,5,3294,0,-1,     RECORD               WK-3K1A0-RCRD                            VER     1 D  SUFFIX -3K,WK-3K1A0-RCRD,SUFFIX,-3K
156772,5,3295,0,-1,     RECORD               WK-3L-RCRD                               VER     1 D  SUFFIX -3L,WK-3L-RCRD,SUFFIX,-3L
156788,5,3296,0,-1,     RECORD               WK-3L-SAVE-RCRD                          VER     1 D  SUFFIX -3L-SV,WK-3L-SAVE-RCRD,SUFFIX,-3L-SV
156817,5,3297,0,-1,     RECORD               WK-3L-02                                 VER     1 D  SUFFIX -3L02,WK-3L-02,SUFFIX,-3L02
156849,5,3298,0,-1,     RECORD               WK-3O-12                                 VER     1 D  SUFFIX -3O12,WK-3O-12,SUFFIX,-3O12
156875,5,3298,1,-1,     RECORD SYNONYM       WK-3O12                                  VER     1 D  SUFFIX -3O12,WK-3O12,SUFFIX,-3O12
156909,5,3299,0,-1,     RECORD               WK-3O-13                                 VER     1 D  SUFFIX -3O13,WK-3O-13,SUFFIX,-3O13
156946,5,3300,0,-1,     RECORD               WK-3O-14                                 VER     1 D  SUFFIX -3O14,WK-3O-14,SUFFIX,-3O14
156975,5,3301,0,-1,     RECORD               WK-3O-15                                 VER     1 D  SUFFIX -3O15,WK-3O-15,SUFFIX,-3O15
157000,5,3302,0,-1,     RECORD               WK-3O-16                                 VER     1 D  SUFFIX -3O16,WK-3O-16,SUFFIX,-3O16
157034,5,3303,0,-1,     RECORD               WK-3O-17                                 VER     1 D  SUFFIX -3O17,WK-3O-17,SUFFIX,-3O17
157058,5,3304,0,-1,     RECORD               WK-3O-18                                 VER     1 D  SUFFIX -3O18,WK-3O-18,SUFFIX,-3O18
157096,5,3305,0,-1,     RECORD               WK-3O-19                                 VER     1 D  SUFFIX -3O19,WK-3O-19,SUFFIX,-3O19
157134,5,3306,0,-1,     RECORD               WK-3O-20                                 VER     1 D  SUFFIX -3O20,WK-3O-20,SUFFIX,-3O20
157172,5,3307,0,-1,     RECORD               WK-3O-21                                 VER     1 D  SUFFIX -3O21,WK-3O-21,SUFFIX,-3O21
157210,5,3308,0,-1,     RECORD               WK-3O-22                                 VER     1 D  SUFFIX -3O22,WK-3O-22,SUFFIX,-3O22
157247,5,3309,0,-1,     RECORD               WK-3O-23                                 VER     1 D  SUFFIX -3O23,WK-3O-23,SUFFIX,-3O23
157285,5,3310,0,-1,     RECORD               WK-3O-24                                 VER     1 D  SUFFIX -3O24,WK-3O-24,SUFFIX,-3O24
157323,5,3311,0,-1,     RECORD               WK-3O-25                                 VER     1 D  SUFFIX -3O25,WK-3O-25,SUFFIX,-3O25
157361,5,3312,0,-1,     RECORD               WK-3O-26                                 VER     1 D  SUFFIX -3O26,WK-3O-26,SUFFIX,-3O26
157385,5,3313,0,-1,     RECORD               WK-3O-27                                 VER     1 D  SUFFIX -3O27,WK-3O-27,SUFFIX,-3O27
157414,5,3314,0,-1,     RECORD               WK-3O-29                                 VER     1 D  SUFFIX -3O29,WK-3O-29,SUFFIX,-3O29
157451,5,3315,0,-1,     RECORD               WK-3O-33                                 VER     1 D  SUFFIX -3O33,WK-3O-33,SUFFIX,-3O33
157488,5,3316,0,-1,     RECORD               WK-3O-43                                 VER     1 D  SUFFIX -3O43,WK-3O-43,SUFFIX,-3O43
157525,5,3317,0,-1,     RECORD               WK-3O-53                                 VER     1 D  SUFFIX -3O53,WK-3O-53,SUFFIX,-3O53
157562,5,3318,0,-1,     RECORD               WK-3O-63                                 VER     1 D  SUFFIX -3O63,WK-3O-63,SUFFIX,-3O63
157599,5,3319,0,-1,     RECORD               WK-3O-73                                 VER     1 D  SUFFIX -3O73,WK-3O-73,SUFFIX,-3O73
157636,5,3320,0,-1,     RECORD               WK-3O-83                                 VER     1 D  SUFFIX -3O83,WK-3O-83,SUFFIX,-3O83
157673,5,3321,0,-1,     RECORD               WK-3O-93                                 VER     1 D  SUFFIX -3O93,WK-3O-93,SUFFIX,-3O93
157692,5,3322,0,-1,     RECORD               WK-3Q-DTE-RCRD                           VER     1 D  SUFFIX -WK,WK-3Q-DTE-RCRD,SUFFIX,-WK
157701,5,3323,0,-1,     RECORD               WK-3Q-RCRD                               VER     1 D  SUFFIX -3Q,WK-3Q-RCRD,SUFFIX,-3Q
157784,5,3324,0,-1,     RECORD               WK-3Q-RCRD                               VER     8 D,WK-3Q-RCRD,,
157851,5,3325,0,-1,     RECORD               WK-3Q-SAVE-RCRD                          VER     1 D  SUFFIX -3Q-SV,WK-3Q-SAVE-RCRD,SUFFIX,-3Q-SV
157897,5,3326,0,-1,     RECORD               WK-3Q-01                                 VER     1 D  SUFFIX -3Q01,WK-3Q-01,SUFFIX,-3Q01
157924,5,3327,0,-1,     RECORD               WK-3Q-02                                 VER     1 D  SUFFIX -3Q02,WK-3Q-02,SUFFIX,-3Q02
157954,5,3328,0,-1,     RECORD               WK-3Q-03                                 VER     1 D  SUFFIX -3Q03,WK-3Q-03,SUFFIX,-3Q03
157985,5,3329,0,-1,     RECORD               WK-3Q-5A                                 VER     1 D  SUFFIX -3Q5A,WK-3Q-5A,SUFFIX,-3Q5A
158031,5,3330,0,-1,     RECORD               WK-3Q-5B                                 VER     1 D  SUFFIX -3Q5B,WK-3Q-5B,SUFFIX,-3Q5B
158077,5,3331,0,-1,     RECORD               WK-3Q-5C                                 VER     1 D  SUFFIX -3Q5C,WK-3Q-5C,SUFFIX,-3Q5C
158125,5,3332,0,-1,     RECORD               WK-3QSFH-01                              VER     1 D  SUFFIX -3QSFH01,WK-3QSFH-01,SUFFIX,-3QSFH01
158152,5,3333,0,-1,     RECORD               WK-3QSFH-02                              VER     1 D  SUFFIX -3QSFH02,WK-3QSFH-02,SUFFIX,-3QSFH02
158181,5,3334,0,-1,     RECORD               WK-3QSFH-03                              VER     1 D  SUFFIX -3QSFH03,WK-3QSFH-03,SUFFIX,-3QSFH03
158213,5,3335,0,-1,     RECORD               WK-3QSFH-5A                              VER     1 D  SUFFIX -3QSFH5A,WK-3QSFH-5A,SUFFIX,-3QSFH5A
158251,5,3336,0,-1,     RECORD               WK-3QSFH-5B                              VER     1 D  SUFFIX -3QSFH5B,WK-3QSFH-5B,SUFFIX,-3QSFH5B
158289,5,3337,0,-1,     RECORD               WK-3QSFH-5C                              VER     1 D  SUFFIX -3QSFH5C,WK-3QSFH-5C,SUFFIX,-3QSFH5C
158326,5,3338,0,-1,     RECORD               WK-3R-RCRD                               VER     1 D  SUFFIX -3R,WK-3R-RCRD,SUFFIX,-3R
158394,5,3339,0,-1,     RECORD               WK-3R-RCRD                               VER     8 D,WK-3R-RCRD,,
158453,5,3340,0,-1,     RECORD               WK-3R-SAVE-RCRD                          VER     1 D  SUFFIX -3R-SV,WK-3R-SAVE-RCRD,SUFFIX,-3R-SV
158499,5,3341,0,-1,     RECORD               WK-3R-02                                 VER     1 D  SUFFIX -3R02,WK-3R-02,SUFFIX,-3R02
158530,5,3342,0,-1,     RECORD               WK-3R-03                                 VER     1 D  SUFFIX -3R03,WK-3R-03,SUFFIX,-3R03
158561,5,3343,0,-1,     RECORD               WK-3R-5A                                 VER     1 D  SUFFIX -3R5A,WK-3R-5A,SUFFIX,-3R5A
158589,5,3344,0,-1,     RECORD               WK-3R-5B                                 VER     1 D  SUFFIX -3R5B,WK-3R-5B,SUFFIX,-3R5B
158617,5,3345,0,-1,     RECORD               WK-3R-5C                                 VER     1 D  SUFFIX -3R5C,WK-3R-5C,SUFFIX,-3R5C
158645,5,3346,0,-1,     RECORD               WK-3R-5D                                 VER     1 D  SUFFIX -3R5D,WK-3R-5D,SUFFIX,-3R5D
158673,5,3347,0,-1,     RECORD               WK-3R-5E                                 VER     1 D  SUFFIX -3R5E,WK-3R-5E,SUFFIX,-3R5E
158701,5,3348,0,-1,     RECORD               WK-3R-5F                                 VER     1 D  SUFFIX -3R5F,WK-3R-5F,SUFFIX,-3R5F
158729,5,3349,0,-1,     RECORD               WK-3R-5G                                 VER     1 D  SUFFIX -3R5G,WK-3R-5G,SUFFIX,-3R5G
158757,5,3350,0,-1,     RECORD               WK-3R-5H                                 VER     1 D  SUFFIX -3R5H,WK-3R-5H,SUFFIX,-3R5H
158785,5,3351,0,-1,     RECORD               WK-3R-5I                                 VER     1 D  SUFFIX -3R5I,WK-3R-5I,SUFFIX,-3R5I
158813,5,3352,0,-1,     RECORD               WK-3R-5J                                 VER     1 D  SUFFIX -3R5J,WK-3R-5J,SUFFIX,-3R5J
158841,5,3353,0,-1,     RECORD               WK-3R-5K                                 VER     1 D  SUFFIX -3R5K,WK-3R-5K,SUFFIX,-3R5K
158869,5,3354,0,-1,     RECORD               WK-3R-5L                                 VER     1 D  SUFFIX -3R5L,WK-3R-5L,SUFFIX,-3R5L
158897,5,3355,0,-1,     RECORD               WK-3R-5M                                 VER     1 D  SUFFIX -3R5M,WK-3R-5M,SUFFIX,-3R5M
158925,5,3356,0,-1,     RECORD               WK-3R-5N                                 VER     1 D  SUFFIX -3R5N,WK-3R-5N,SUFFIX,-3R5N
158953,5,3357,0,-1,     RECORD               WK-3R-5O                                 VER     1 D  SUFFIX -3R5O,WK-3R-5O,SUFFIX,-3R5O
158981,5,3358,0,-1,     RECORD               WK-3R-5P                                 VER     1 D  SUFFIX -3R5P,WK-3R-5P,SUFFIX,-3R5P
159009,5,3359,0,-1,     RECORD               WK-3R-5Q                                 VER     1 D  SUFFIX -3R5Q,WK-3R-5Q,SUFFIX,-3R5Q
159037,5,3360,0,-1,     RECORD               WK-3R-5R                                 VER     1 D  SUFFIX -3R5R,WK-3R-5R,SUFFIX,-3R5R
159065,5,3361,0,-1,     RECORD               WK-3R-5S                                 VER     1 D  SUFFIX -3R5S,WK-3R-5S,SUFFIX,-3R5S
159093,5,3362,0,-1,     RECORD               WK-3R-5T                                 VER     1 D  SUFFIX -3R5T,WK-3R-5T,SUFFIX,-3R5T
159121,5,3363,0,-1,     RECORD               WK-3R-5U                                 VER     1 D  SUFFIX -3R5U,WK-3R-5U,SUFFIX,-3R5U
159149,5,3364,0,-1,     RECORD               WK-3R-5V                                 VER     1 D  SUFFIX -3R5V,WK-3R-5V,SUFFIX,-3R5V
159177,5,3365,0,-1,     RECORD               WK-3R-5W                                 VER     1 D  SUFFIX -3R5W,WK-3R-5W,SUFFIX,-3R5W
159205,5,3366,0,-1,     RECORD               WK-3R-5X                                 VER     1 D  SUFFIX -3R5X,WK-3R-5X,SUFFIX,-3R5X
159233,5,3367,0,-1,     RECORD               WK-3R-5Y                                 VER     1 D  SUFFIX -3R5Y,WK-3R-5Y,SUFFIX,-3R5Y
159260,5,3368,0,-1,     RECORD               WK-3S-02                                 VER     1 D  SUFFIX -3S,WK-3S-02,SUFFIX,-3S
159283,5,3369,0,-1,     RECORD               WK-3T-RCRD                               VER     1 D  SUFFIX -3T,WK-3T-RCRD,SUFFIX,-3T
159297,5,3370,0,-1,     RECORD               WK-3T-SAVE-RCRD                          VER     1 D  SUFFIX -3T-SV,WK-3T-SAVE-RCRD,SUFFIX,-3T-SV
159321,5,3371,0,-1,     RECORD               WK-3T-05                                 VER     1 D  SUFFIX -3T05,WK-3T-05,SUFFIX,-3T05
159346,5,3372,0,-1,     RECORD               WK-3T-13                                 VER     1 D  SUFFIX -3T13,WK-3T-13,SUFFIX,-3T13
159369,5,3373,0,-1,     RECORD               WK-3T-23                                 VER     1 D  SUFFIX -3T23,WK-3T-23,SUFFIX,-3T23
159392,5,3374,0,-1,     RECORD               WK-3T-33                                 VER     1 D  SUFFIX -3T33,WK-3T-33,SUFFIX,-3T33
159413,5,3375,0,-1,     RECORD               WK-3V-RCRD                               VER     1 D  SUFFIX -3V,WK-3V-RCRD,SUFFIX,-3V
159447,5,3376,0,-1,     RECORD               WK-3V-SAVE-RCRD                          VER     1 D  SUFFIX -3V-SV,WK-3V-SAVE-RCRD,SUFFIX,-3V-SV
159464,5,3377,0,-1,     RECORD               WK-3V-TEST                               VER     1 D,WK-3V-TEST,,
159472,5,3378,0,-1,     RECORD               WK-3V-01                                 VER     1 D  SUFFIX -3V01,WK-3V-01,SUFFIX,-3V01
159494,5,3379,0,-1,     RECORD               WK-3V-02                                 VER     1 D  SUFFIX -3V02,WK-3V-02,SUFFIX,-3V02
159518,5,3380,0,-1,     RECORD               WK-3V-03                                 VER     1 D  SUFFIX -3V03,WK-3V-03,SUFFIX,-3V03
159541,5,3381,0,-1,     RECORD               WK-3V-04                                 VER     1 D  SUFFIX -3V04,WK-3V-04,SUFFIX,-3V04
159565,5,3382,0,-1,     RECORD               WK-3V-05                                 VER     1 D  SUFFIX -3V05,WK-3V-05,SUFFIX,-3V05
159587,5,3383,0,-1,     RECORD               WK-3Y-RCRD                               VER     1 D  SUFFIX -3Y,WK-3Y-RCRD,SUFFIX,-3Y
159615,5,3384,0,-1,     RECORD               WK-3Y-SAVE-RCRD                          VER     1 D  SUFFIX -3Y-SV,WK-3Y-SAVE-RCRD,SUFFIX,-3Y-SV
159659,5,3385,0,-1,     RECORD               WK-3Y-01                                 VER     1 D  SUFFIX -3Y01,WK-3Y-01,SUFFIX,-3Y01
159687,5,3386,0,-1,     RECORD               WK-3Y-02                                 VER     1 D  SUFFIX -3Y02,WK-3Y-02,SUFFIX,-3Y02
159712,5,3387,0,-1,     RECORD               WK-4A-MAP                                VER     1 D  SUFFIX -MAP,WK-4A-MAP,SUFFIX,-MAP
159718,5,3388,0,-1,     RECORD               WK-4A-MAP1                               VER     1 D  SUFFIX -MAP1,WK-4A-MAP1,SUFFIX,-MAP1
159727,5,3389,0,-1,     RECORD               WK-4A-RCRD                               VER     1 D  SUFFIX -4A,WK-4A-RCRD,SUFFIX,-4A
159761,5,3390,0,-1,     RECORD               WK-4A-SAVE-RCRD                          VER     1 D  SUFFIX -4A-SV,WK-4A-SAVE-RCRD,SUFFIX,-4A-SV
159792,5,3391,0,-1,     RECORD               WK-4A-02                                 VER     1 D  SUFFIX -4A02,WK-4A-02,SUFFIX,-4A02
159831,5,3392,0,-1,     RECORD               WK-4B-CL                                 VER     1 D  SUFFIX -4BCL,WK-4B-CL,SUFFIX,-4BCL
159852,5,3393,0,-1,     RECORD               WK-4B-03                                 VER     1 D  SUFFIX -4B03,WK-4B-03,SUFFIX,-4B03
159863,5,3394,0,-1,     RECORD               WK-4C-RCRD                               VER     1 D  SUFFIX -4C,WK-4C-RCRD,SUFFIX,-4C
159885,5,3395,0,-1,     RECORD               WK-4C-SAVE-RCRD                          VER     1 D  SUFFIX -4C-SV,WK-4C-SAVE-RCRD,SUFFIX,-4C-SV
159904,5,3396,0,-1,     RECORD               WK-4C-13                                 VER     1 D  SUFFIX -4C13,WK-4C-13,SUFFIX,-4C13
159925,5,3397,0,-1,     RECORD               WK-4C-23                                 VER     1 D  SUFFIX -4C23,WK-4C-23,SUFFIX,-4C23
159946,5,3398,0,-1,     RECORD               WK-4C-33                                 VER     1 D  SUFFIX -4C33,WK-4C-33,SUFFIX,-4C33
159965,5,3399,0,-1,     RECORD               WK-4D-RCRD                               VER     1 D  SUFFIX -4D,WK-4D-RCRD,SUFFIX,-4D
159989,5,3400,0,-1,     RECORD               WK-4D-SAVE-RCRD                          VER     1 D  SUFFIX -4D-SV,WK-4D-SAVE-RCRD,SUFFIX,-4D-SV
160029,5,3401,0,-1,     RECORD               WK-4D-02                                 VER     1 D  SUFFIX -4D02,WK-4D-02,SUFFIX,-4D02
